"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_BLACK","gap_completion_white_black"
"4471","ITT Technical Institute-Austin",3,17785,2461,0.2821,0.2308,0.181850407656859
"4472","ITT Technical Institute-Houston North",3,17122,2094,0.5897,0.4615,0.217398677293539
"4473","California State University-San Marcos",1,7383,8347,0.4913,0.3659,0.255241196824751
"4477","Kaplan University-Des Moines Campus",3,6766,1904,0.281,0.4211,-0.498576512455516
"4485","McNally Smith College of Music",3,23983,8490,0.4672,0.1333,0.714683219178082
"4492","Colorado Heights University",2,5830,4703,1,1,0
"4494","Hodges University",2,15809,7170,0.3409,0.2286,0.329422117923145
"4495","Everest University-Lakeland",3,10155,5235,0.4984,0.4606,0.0758426966292135
"4504","Daymar Institute-Clarksville",3,15366,4043,0.5,0.3077,0.3846
"4505","Nossi College of Art",3,6672,4023,0.5241,0.4737,0.0961648540354894
"4507","ITT Technical Institute-Norfolk",3,18999,2638,0.2593,0.2133,0.177400694176629
"4516","ITT Technical Institute-Albuquerque",3,17503,4255,0.4615,0.6667,-0.444637053087757
"4522","Bryan University",3,9386,2772,0.2346,0.0909,0.612531969309463
"4530","Bryant & Stratton College-Eastlake",3,14533,3492,0.1739,0.2273,-0.307073030477286
"4546","Fremont College",3,15267,3441,0.7436,0.4286,0.42361484669177
"4552","ITT Technical Institute-Lake Mary",3,19675,4911,0.2,0.3333,-0.6665
"4556","Remington College-Honolulu Campus",2,9864,5328,0.4595,0.3043,0.337758433079434
"4585","Brown Mackie College-Findlay",3,11192,4799,0.3515,0.2308,0.343385490753912
"4616","ITT Technical Institute-San Antonio",3,19032,2285,0.25,0.3333,-0.3332
"4623","Vista College-Online",3,5302,1441,0.7453,0.4167,0.440896283375822
"4627","Northwest College of Art & Design",3,18559,5342,0.6667,1,-0.499925003749813
"4629","University of Washington-Tacoma Campus",1,3928,5539,0.65,0.6,0.076923076923077
"4636","ITT Technical Institute-Torrance",3,16967,2182,0.3571,0.3214,0.0999719966395966
"4672","ITT Technical Institute-San Bernardino",3,17885,2211,0.4524,0.3448,0.237842617152962
"4717","Everglades University",2,20629,3726,0.5053,0.5833,-0.154363744310311
"4719","Herzing University-Winter Park",3,15322,7974,0.4,1,-1.5
"4728","Everest University-South Orlando",3,12244,3600,0.4738,0.401,0.153651329674968
"4739","Watkins College of Art Design & Film",2,19226,10380,0.3929,0.6667,-0.696869432425553
"4748","Bristol University",3,1863,959,0.7692,0.75,0.0249609984399376
"4750","Mt Sierra College",3,9736,3430,0.6,0.5,0.166666666666667
"4753","Southern California Institute of Technology",3,12038,2001,0.6728,0.5517,0.17999405469679
"4754","Soka University of America",2,2567,28611,0.5,0.8,-0.6
"4764","Southwest University of Visual Arts-Albuquerque",3,12512,1941,0.8571,1,-0.166725002916813
"4773","Baker College of Auburn Hills",2,8398,4461,0.1403,0.0458,0.673556664290805
"4774","Baker College of Clinton Township",2,10256,5448,0.1609,0.0364,0.773772529521442
"4801","Westwood College-Dupage",3,15364,4131,0.2879,0.1818,0.368530739840222
"4802","Wright Career College",2,11193,4710,0.7739,0.7419,0.0413490115001939
"4803","Daymar College-Louisville",3,13339,4727,0.2188,0.1111,0.492230347349177
"4810","City College-Gainesville",2,16955,6022,0.5789,0.3846,0.335636552081534
"4811","Arizona State University-West",1,10868,8436,0.6392,0.4286,0.329474342928661
"4813","ITT Technical Institute-Jacksonville",3,17964,2824,0.2903,0.3846,-0.32483637616259
"4819","ITT Technical Institute-Omaha",3,20347,3337,0.3846,0.2,0.479979199167967
"4841","Brown Mackie College-Fort Wayne",3,10909,4215,0.3755,0.1733,0.538482023968043
"4848","Florida National University-Main Campus",3,8000,2862,0.5,0.6154,-0.2308
"4851","ITT Technical Institute-Fort Lauderdale",3,16752,2791,0.6111,0.5,0.181803305514646
"4855","South Texas College",1,1032,3591,0.1429,0.3333,-1.33240027991603
"4860","California State University-Monterey Bay",1,5147,8919,0.4628,0.5581,-0.205920484010372
"4877","Remington College-Memphis Campus",2,11227,4415,0.625,0.5808,0.07072
"4888","ITT Technical Institute-Little Rock",3,17013,2281,0.3393,0.1296,0.618037135278515
"4890","ITT Technical Institute-Louisville",3,19852,3427,0.3837,0.2,0.478759447485014
"4891","ITT Technical Institute-Greenville",3,20667,2312,0.3077,0.4318,-0.403314917127072
"4892","ITT Technical Institute-Cordova",3,18230,2195,0.3056,0.2453,0.197316753926702
"4902","ITT Technical Institute-Everett",3,18921,3058,0.4091,0.3333,0.185284771449523
"4905","ITT Technical Institute-Bessemer",3,17628,2831,0.3882,0.3896,-0.00360638845955696
"4906","ITT Technical Institute-Orland Park",3,17666,3431,0.5625,0.3953,0.297244444444444
"4909","Johnson & Wales University-North Miami",2,15584,6100,0.4361,0.4038,0.0740655812886952
"4936","College of Business and Technology-Kendall",3,6311,1992,0.6,1,-0.666666666666667
"4972","New York College of Health Professions",2,11437,5737,0.8519,0.5,0.413076652189224
"5032","Everest University-Melbourne",3,10792,5199,0.402,0.3533,0.121144278606965
"5041","Virginia College-Birmingham",3,20547,3809,0.1964,0.134,0.317718940936863
"5042","Virginia College-Huntsville",3,15827,3672,0.36,0.3824,-0.0622222222222223
"5056","Arizona State University-Polytechnic",1,13296,10320,0.6189,0.2667,0.569074163839069
"5071","Living Arts College",3,13721,6999,0.8542,0.6182,0.2762819011941
"5073","Eastern International College-Jersey City",3,7651,5602,1,0.8889,0.1111
"5076","Pacific College",3,6434,6851,0.7805,0.64,0.180012812299808
"5086","Embry-Riddle Aeronautical University-Worldwide",2,10137,5324,0.1914,0.25,-0.306165099268548
"5105","The Illinois Institute of Art-Schaumburg",3,14799,5017,0.4947,0.5,-0.0107135637760259
"5114","ITT Technical Institute-Henderson",3,18079,3194,0.3265,0.1034,0.683307810107198
"5126","ITT Technical Institute-Hialeah",3,18232,3182,0.25,0.4,-0.6
"5131","ITT Technical Institute-Norwood",3,18488,3028,0.3378,0.3269,0.0322676139727648
"5132","ITT Technical Institute-Strongsville",3,18405,3481,0.5484,0.1429,0.739423778264041
"5179","University of Phoenix-Washington",3,8414,2978,0.2188,0.2667,-0.218921389396709
"5180","University of Phoenix-Oregon",3,8776,3739,0.25,0.2222,0.1112
"5185","Platt College-Ontario",3,13830,7570,0.6316,0.625,0.0104496516782775
"5187","Argosy University-The Art Institute of California-Los Angeles",3,15790,5474,0.3143,0.1111,0.646516067451479
"5196","Western Governors University",2,6934,2658,0.2109,0.0676,0.679468942626837
"5197","Santa Barbara Business College-Ventura",3,13535,2468,0.5789,0.2222,0.616168595612368
"5199","Herzing University-Kenner",3,10706,4600,0.6,0.3684,0.386
"5201","Florida Gulf Coast University",1,4905,6069,0.4883,0.5385,-0.102805652262953
"5204","ITT Technical Institute-Richardson",3,16833,2355,0.4516,0.1538,0.659433126660762
"5222","City College-Miami",2,16703,5932,0.4,0.2222,0.4445
"5223","ITT Technical Institute-Arnold",3,20146,2580,0.3289,0.2857,0.13134691395561
"5224","ITT Technical Institute-Oak Brook",3,19000,2708,0.4211,0.2667,0.366658750890525
"5247","Vatterott College-Sunset Hills",3,9628,2001,0.7925,0.6437,0.187760252365931
"5251","Los Angeles Film School",3,16019,6530,0.8581,0.7391,0.138678475702133
"5261","Mattia College",3,11517,3967,1,0.8571,0.1429
"5263","University of Connecticut-Tri-Campus",1,2367,4571,0.5167,0.434,0.160054190052255
"5264","University of Connecticut-Avery Point",1,7517,14517,0.4961,0.5,-0.00786131828260434
"5265","University of Connecticut-Stamford",1,3126,6037,0.4205,0.4324,-0.0282996432818074
"5266","ITT Technical Institute-Saint Rose",3,19332,2358,0.439,0.2857,0.349202733485194
"5267","ITT Technical Institute-Richmond",3,17810,1859,0.3721,0.325,0.126578876646063
"5271","ITT Technical Institute-Lathrop",3,17180,1998,0.3333,0.3,0.0999099909990999
"5289","Stevens-Henager College",2,4305,1036,0.3346,0.1957,0.415122534369396
"5290","Brookline College-Tucson",3,20795,7824,0.5814,0.4744,0.184038527691779
"5298","Stratford University",3,15706,4106,0.6667,1,-0.499925003749813
"5300","American InterContinental University-Atlanta",3,18318,3734,0.25,0.2115,0.154
"5309","Everest University-Jacksonville",3,10470,5158,0.5771,0.4559,0.210015595217467
"5315","ITT Technical Institute-Wilmington",3,18622,2963,0.3478,0.4,-0.150086256469235
"5318","Johnson & Wales University-Denver",2,15454,6050,0.5699,0.2105,0.630636953851553
"5319","University of Phoenix-Ohio",3,8981,4815,0.1563,0.087,0.443378119001919
"5334","Crossroads Bible College",2,9929,3181,0.5,0.2222,0.5556
"5370","Everest College-Ontario Metro",3,13584,4982,0.65,0.2703,0.584153846153846
"5373","The Art Institute of Washington",3,13667,6066,0.3,0.2418,0.194
"5378","University of Phoenix-Wisconsin",3,7074,3439,0.2292,0.086,0.62478184991274
"5379","University of Phoenix-Idaho",3,7303,4024,0.1319,0.3333,-1.52691432903715
"5380","Westwood College-Inland Empire",3,15174,2898,0.28,0.25,0.107142857142857
"5388","Pillar College",2,16604,5912,0.25,0.3333,-0.3332
"5398","Sanford-Brown College-Orlando",3,21118,5322,0.1818,0.44,-1.42024202420242
"5430","Apex School of Theology",2,9,3078,1,0.8947,0.1053
"5451","Nevada State College",1,3240,4923,0.2105,0.1111,0.472209026128266
"5454","California State University-Channel Islands",1,6192,12057,0.6357,0.6,0.0561585653610194
"5455","ITT Technical Institute-Springfield",3,17424,1581,0.6667,0.3333,0.500074996250187
"5456","ITT Technical Institute-Chantilly",3,18476,1787,0.4865,0.5333,-0.0961973278520041
"5457","Argosy University-The Art Institute of California-Orange County",3,14629,5959,0.3333,0.3333,0
"5464","University of Phoenix-Illinois",3,10243,4049,0.1,0.0903,0.097
"5472","ITT Technical Institute-Canton",3,19538,3559,0.369,0.1375,0.627371273712737
"5474","Pennsylvania College of Health Sciences",2,14333,12080,0.7872,0.5,0.364837398373984
"5499","University of Antelope Valley",3,6656,3426,0.75,0.608,0.189333333333333
"5507","Faith Evangelical College & Seminary",2,7208,3049,1,1,0
"5525","Williamson Christian College",2,9021,2406,0.6,1,-0.666666666666667
"5532","ITT Technical Institute-Duluth",3,16944,1762,0.4333,0.2273,0.475421186245096
"5533","ITT Technical Institute-Hilliard",3,19102,3397,0.4615,0.2727,0.409100758396533
"5534","University of Phoenix-Indiana",3,7382,4279,0.1351,0.0476,0.647668393782383
"5544","Westwood College-Chicago Loop",3,16066,3386,0.3077,0.1957,0.363990900227494
"5548","Strayer University-Tennessee",3,16721,2456,0.4,0.4286,-0.0714999999999999
"5561","Brookline College-Albuquerque",3,23640,8894,0.4359,0.5333,-0.223445744436797
"5564","Colorado Technical University-Online",3,14032,1148,0.2797,0.1907,0.318198069360029
"5571","Daymar Institute-Murfreesboro",3,19131,5524,0.5909,0.1667,0.717887967507193
"5583","Baptist University of the Americas",2,3558,8815,0.1667,1,-4.99880023995201
"5608","Jones International University",3,16706,7872,0.1538,0.5,-2.25097529258778
"5625","American InterContinental University-Online",3,14577,1497,0.4026,0.2959,0.265027322404372
"5626","Westwood College-Atlanta Peachtree Center Campus",3,15966,3187,0.1538,0.2043,-0.328348504551366
"5627","ITT Technical Institute-Eden Prairie",3,19769,3329,0.4667,0.5,-0.0713520462824084
"5630","International Academy of Design and Technology-Troy",3,26178,6789,0.3333,0.1026,0.692169216921692
"5632","University of California-Merced",1,7985,7748,0.6039,0.597,0.0114257327372082
"5639","Platt College-North OKC",3,18647,7357,0.53,0.5962,-0.124905660377358
"5641","Westwood College-Northlake",3,15236,3412,0.2222,0.2909,-0.309180918091809
"5642","University of Phoenix-New Jersey",3,10436,5299,0.2857,0.1961,0.313615680784039
"5643","University of Phoenix-Minnesota",3,8394,4123,0.1333,0.0714,0.464366091522881
"5649","University of Phoenix-Kentucky",3,9958,3649,0.2069,0.0526,0.74577090381827
"5650","Everest University-Orange Park",3,9991,4701,0.5186,0.5183,0.000578480524488945
"5663","Neumont University",3,11536,2517,0.625,0.4,0.36
"5664","Johnson & Wales University-Charlotte",2,15709,6149,0.6347,0.5455,0.140538837245943
"5685","Ave Maria University",2,9576,9458,0.4336,0.25,0.423431734317343
"5718","Stanbridge College",3,10580,1355,0.7442,0.7333,0.014646600376243
"5724","The Art Institute of Ohio-Cincinnati",3,15241,4526,0.2973,0.3125,-0.0511268079381096
"5728","Sanford-Brown College-Las Vegas",3,18878,4799,0.3571,0.1667,0.533183982077849
"5729","Sanford-Brown College-Seattle",3,17906,4135,0.4375,0.5,-0.142857142857143
"5730","International Academy of Design and Technology-Nashville",3,35088,20551,0.3696,0.2917,0.210768398268398
"5734","ITT Technical Institute-Kansas City",3,19912,2391,0.4568,0.3714,0.186952714535902
"5735","ITT Technical Institute-Kennesaw",3,16269,1920,0.2308,0.2,0.133448873483536
"5736","ITT Technical Institute-Owings Mills",3,20904,2828,0.4898,0.3529,0.279501837484688
"5737","ITT Technical Institute-Warrensville Heights",3,16853,3249,0.55,0.3922,0.286909090909091
"5743","Westwood College-Arlington Ballston",3,15993,3700,0.6667,0.1915,0.712764361781911
"5762","Fortis College-Largo",3,9909,6735,0.5172,0.3,0.419953596287703
"5765","Eagle Gate College-Layton",3,12195,5706,0.55,0.5714,-0.0389090909090909
"5768","Expression College for Digital Arts",3,35928,15313,0.7,0.2778,0.603142857142857
"5770","Daymar College-Bellevue",3,20054,8856,0.4,0.5,-0.25
"5779","Georgia Gwinnett College",1,3591,4973,0.2977,0.2195,0.262680550890158
"5823","Shorter University-College of Adult & Professional Programs",2,11614,3253,0.5,0.4667,0.0666
"5824","The Art Institute of Indianapolis",3,13416,4193,0.3875,0.1176,0.696516129032258
"5825","Eastern International College-Belleville",3,9037,6616,1,0.8929,0.1071
"5829","ITT Technical Institute-Charlotte South",3,19822,2414,0.2683,0.25,0.0682072307118896
"5832","ITT Technical Institute-Swartz Creek",3,19706,2272,0.4091,0.3056,0.252994377902713
"5833","ITT Technical Institute-Lexington",3,14100,2178,0.28,0.125,0.553571428571429
"5834","ITT Technical Institute-Maumee",3,19700,2344,0.4821,0.434,0.0997718315702136
"5835","ITT Technical Institute-Oklahoma City",3,19517,3249,0.2581,0.25,0.0313831848120883
"5836","ITT Technical Institute-Tulsa",3,19660,3543,0.3421,0.4167,-0.218064893306051
"5837","University of Phoenix-South Carolina",3,9462,3159,0.1333,0.1176,0.117779444861215
"5843","Westwood College-Annandale",3,14911,2995,0.3846,0.1875,0.512480499219969
"5850","CollegeAmerica-Colorado Springs",2,17408,4069,0.4426,0.3364,0.239945774966109
"5851","CollegeAmerica-Fort Collins",2,17784,7426,0.4889,0.1,0.795459194109225
"5856","University of South Florida-St Petersburg",1,5560,5642,0.3346,0.3793,-0.133592349073521
"5858","Arizona State University-Downtown Phoenix",1,12430,9648,0.6125,0.4828,0.211755102040816
"5886","American Public University System",3,7662,2170,0.4805,0.2424,0.495525494276795
"5912","Visible Music College",2,31193,20566,0.5238,0.3333,0.36368843069874
"5921","South University-Tampa",3,17696,7867,0.1667,0.1111,0.333533293341332
"5936","The Art Institute of Charleston",3,14154,4948,0.3043,0.4,-0.314492277357871
"5944","ITT Technical Institute-St Petersburg",3,15433,3381,0.3158,0.1176,0.627612412919569
"5945","ITT Technical Institute-Baton Rouge",3,16852,1715,0.4074,0.1667,0.590819833087874
"5946","ITT Technical Institute-Columbia",3,17887,2090,0.3077,0.3148,-0.0230744231394217
"5947","ITT Technical Institute-Wichita",3,24223,4601,0.3793,0.2222,0.414184023200633
"5948","ITT Technical Institute-Atlanta",3,18076,2022,0.1111,0.3636,-2.27272727272727
"5949","ITT Technical Institute-Mobile",3,15086,1774,0.25,0.2174,0.1304
"5950","ITT Technical Institute-Chattanooga",3,15875,2132,0.3077,0.1667,0.458238544036399
"5951","ITT Technical Institute-South Bend",3,20796,4425,0.5385,0.2381,0.557845868152275
"5961","Sanford-Brown College-San Antonio",3,15169,4180,0.4444,0.6667,-0.50022502250225
"5966","Rasmussen College-Wisconsin",3,15667,3744,0.2745,0.3333,-0.214207650273224
"5994","Columbia Southern University",3,4520,1755,0.6601,0.4109,0.377518557794274
"5998","Trident University International",3,7733,1832,0.5909,0.4706,0.203587747503808
"6005","Digital Media Arts College",3,14339,2829,0.3684,0.25,0.321389793702497
"6041","Southwest University at El Paso",3,11442,1501,1,0.5,0.5
"6050","The Art Institute of Pittsburgh-Online Division",3,10851,2509,0.105,0.0769,0.267619047619048
"6052","Brown Mackie College-Indianapolis",3,10936,4294,0.4565,0.212,0.535596933187295
"6053","CollegeAmerica-Cheyenne",2,16020,4593,0.1692,0.5,-1.95508274231678
"6056","Bryant & Stratton College-Wauwatosa",3,13558,4149,0.2727,0.2647,0.0293362669600294
"6057","Minnesota School of Business-Blaine",3,22013,6233,0.5263,0.5,0.0499714991449743
"6058","The Art Institute of Michigan",3,13954,4726,0.5833,0.4286,0.265215155151723
"6059","The Art Institute of Austin",3,12707,4097,0.4167,0.25,0.400047996160307
"6062","Remington College-Shreveport Campus",2,10318,4007,0.7368,0.5884,0.201411509229099
"6067","ITT Technical Institute-Cary",3,17978,2298,0.3043,0.1429,0.530397633913901
"6068","ITT Technical Institute-Madison",3,18598,3537,0.1842,0.2609,-0.416395222584148
"6070","ITT Technical Institute-Columbus",3,18030,1840,0.2273,0.2,0.12010558732952
"6071","ITT Technical Institute-Phoenix",3,20129,4257,0.381,0.0909,0.761417322834646
"6072","ITT Technical Institute-Madison",3,18402,2750,0.4167,0.1053,0.747300215982721
"6073","ITT Technical Institute-High Point",3,18443,2807,0.1667,0.2667,-0.599880023995201
"6075","The Art Institutes International–Kansas City",3,13682,5174,0.3,0.0909,0.697
"6076","The Art Institute of Raleigh-Durham",3,14368,4381,0.3333,0.2,0.3999399939994
"6208","Brown Mackie College-Tulsa",3,11683,4267,0.3333,0.4,-0.2001200120012
"6257","Sanford-Brown College-Online",3,17680,2173,0.1702,0.069,0.594594594594595
"6262","Argosy University-Phoenix Online Division",3,9410,2581,0.113,0.0214,0.810619469026549
"6320","Angeles College",3,13513,3310,1,0.6667,0.3333
"6446","Strayer University-Georgia",3,16433,2294,0.25,0.1429,0.4284
"6472","Unitek College",3,32822,15612,1,0.875,0.125
"6592","Stevens-Henager College",2,18072,4171,0.4437,0.2857,0.356096461573135
"6642","Grace College of Divinity",2,2471,878,0.8,1,-0.25
"6704","Independence University",2,11218,1954,0.8158,0.75,0.0806570237803383
"6790","CollegeAmerica-Phoenix",2,13937,1761,0.3256,0.1951,0.400798525798526
"6804","South University–Savannah Online",3,7677,2144,0.0364,0.0077,0.788461538461539
"6834","Criswell College",2,8478,8559,0.2857,0.5,-0.750087504375219
"6960","Bryant & Stratton College-Online",3,10841,837,0.32,0.3333,-0.0415624999999999
"6968","Warner Pacific College Adult Degree Program",2,9790,6480,0.1538,0.5,-2.25097529258778
"7082","Augusta University",1,9501,20309,0.3437,0.2099,0.389292988070992
"7083","Middle Georgia State University",1,2911,6575,0.1944,0.0776,0.60082304526749
"7104","DeVry College of New York",3,15948,2757,0.2727,0.0816,0.700770077007701
"7105","DeVry University-Arizona",3,14697,3779,0.439,0.2,0.544419134396355
"7106","DeVry University-California",3,14930,3041,0.3534,0.3333,0.0568760611205433
"7108","DeVry University-Florida",3,15029,3366,0.4127,0.3559,0.137630239883693
"7109","DeVry University-Georgia",3,14824,3306,0.3833,0.2517,0.343334202974172
"7110","DeVry University-Illinois",3,14281,1626,0.3532,0.1676,0.525481313703284
"7115","DeVry University-Missouri",3,14806,3796,0.3333,0.2,0.3999399939994
"7117","DeVry University-New Jersey",3,15641,4128,0.4462,0.125,0.71985656656208
"7119","DeVry University-Ohio",3,14429,2786,0.4381,0.2273,0.481168682949098
"7122","DeVry University-Pennsylvania",3,15383,4276,0.35,0.0571,0.836857142857143
"7123","DeVry University-Tennessee",3,15445,2886,0.5,0.3333,0.3334
"7124","DeVry University-Texas",3,15442,4395,0.2198,0.2549,-0.159690627843494
"7126","DeVry University-Virginia",3,15045,3496,0.1481,0.1707,-0.152599594868332
"7127","DeVry University-Washington",3,15033,4665,0.2889,0.25,0.134648667358948
"7129","University of North Georgia",1,4323,4906,0.2676,0.1111,0.584828101644245
"7130","South Georgia State College",1,1329,3590,0.1909,0.051,0.732844421162913
"7231","University of Phoenix-Arizona",3,12922,2016,0.2498,0.1235,0.505604483586869
"7232","University of Phoenix-Arkansas",3,9035,3389,0.1615,0.0766,0.525696594427245
"7233","University of Phoenix-California",3,11491,2718,0.2333,0.1147,0.508358336905272
"7234","University of Phoenix-Colorado",3,9862,3264,0.1717,0.08,0.53407105416424
"7235","University of Phoenix-Florida",3,10016,3320,0.1571,0.206,-0.311266709102482
"7236","University of Phoenix-Georgia",3,10383,3251,0.163,0.1761,-0.0803680981595092
"7238","University of Phoenix-Michigan",3,10046,4677,0.134,0.1458,-0.0880597014925373
"7239","University of Phoenix-Missouri",3,9052,3475,0.125,0.1441,-0.1528
"7241","University of Phoenix-North Carolina",3,10724,5062,0.125,0.1789,-0.4312
"7242","University of Phoenix-Oklahoma",3,9200,3603,0.1442,0.1224,0.151178918169209
"7243","University of Phoenix-Tennessee",3,10080,2957,0.2344,0.1909,0.185580204778157
"7244","University of Phoenix-Texas",3,10894,3032,0.1918,0.1392,0.274244004171012
"7245","University of Phoenix-Virginia",3,11003,4093,0.2273,0.1277,0.438187417509899
"7246","University of Phoenix-Pennsylvania",3,10937,4973,0.1538,0.1009,0.343953185955787
"7271","California College San Diego",2,17303,3827,0.3099,0.2597,0.161987737979994
"NA",NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA,NA,NA
"NA.10",NA,NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA,NA
"NA.12",NA,NA,NA,NA,NA,NA,NA
"NA.13",NA,NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA,NA
"NA.20",NA,NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA,NA
"NA.22",NA,NA,NA,NA,NA,NA,NA
"NA.23",NA,NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA,NA,NA
"NA.26",NA,NA,NA,NA,NA,NA,NA
"NA.27",NA,NA,NA,NA,NA,NA,NA
"NA.28",NA,NA,NA,NA,NA,NA,NA
"NA.29",NA,NA,NA,NA,NA,NA,NA
"NA.30",NA,NA,NA,NA,NA,NA,NA
"NA.31",NA,NA,NA,NA,NA,NA,NA
"NA.32",NA,NA,NA,NA,NA,NA,NA
"NA.33",NA,NA,NA,NA,NA,NA,NA
"NA.34",NA,NA,NA,NA,NA,NA,NA
"NA.35",NA,NA,NA,NA,NA,NA,NA
"NA.36",NA,NA,NA,NA,NA,NA,NA
"NA.37",NA,NA,NA,NA,NA,NA,NA
"NA.38",NA,NA,NA,NA,NA,NA,NA
"NA.39",NA,NA,NA,NA,NA,NA,NA
"NA.40",NA,NA,NA,NA,NA,NA,NA
"NA.41",NA,NA,NA,NA,NA,NA,NA
"NA.42",NA,NA,NA,NA,NA,NA,NA
"NA.43",NA,NA,NA,NA,NA,NA,NA
"NA.44",NA,NA,NA,NA,NA,NA,NA
"NA.45",NA,NA,NA,NA,NA,NA,NA
"NA.46",NA,NA,NA,NA,NA,NA,NA
"NA.47",NA,NA,NA,NA,NA,NA,NA
"NA.48",NA,NA,NA,NA,NA,NA,NA
"NA.49",NA,NA,NA,NA,NA,NA,NA
"NA.50",NA,NA,NA,NA,NA,NA,NA
"NA.51",NA,NA,NA,NA,NA,NA,NA
"NA.52",NA,NA,NA,NA,NA,NA,NA
"NA.53",NA,NA,NA,NA,NA,NA,NA
"NA.54",NA,NA,NA,NA,NA,NA,NA
"NA.55",NA,NA,NA,NA,NA,NA,NA
"NA.56",NA,NA,NA,NA,NA,NA,NA
"NA.57",NA,NA,NA,NA,NA,NA,NA
"NA.58",NA,NA,NA,NA,NA,NA,NA
"NA.59",NA,NA,NA,NA,NA,NA,NA
"NA.60",NA,NA,NA,NA,NA,NA,NA
"NA.61",NA,NA,NA,NA,NA,NA,NA
"NA.62",NA,NA,NA,NA,NA,NA,NA
"NA.63",NA,NA,NA,NA,NA,NA,NA
"NA.64",NA,NA,NA,NA,NA,NA,NA
"NA.65",NA,NA,NA,NA,NA,NA,NA
"NA.66",NA,NA,NA,NA,NA,NA,NA
"NA.67",NA,NA,NA,NA,NA,NA,NA
"NA.68",NA,NA,NA,NA,NA,NA,NA
"NA.69",NA,NA,NA,NA,NA,NA,NA
"NA.70",NA,NA,NA,NA,NA,NA,NA
"NA.71",NA,NA,NA,NA,NA,NA,NA
"NA.72",NA,NA,NA,NA,NA,NA,NA
"NA.73",NA,NA,NA,NA,NA,NA,NA
"NA.74",NA,NA,NA,NA,NA,NA,NA
"NA.75",NA,NA,NA,NA,NA,NA,NA
"NA.76",NA,NA,NA,NA,NA,NA,NA
"NA.77",NA,NA,NA,NA,NA,NA,NA
"NA.78",NA,NA,NA,NA,NA,NA,NA
"NA.79",NA,NA,NA,NA,NA,NA,NA
"NA.80",NA,NA,NA,NA,NA,NA,NA
"NA.81",NA,NA,NA,NA,NA,NA,NA
"NA.82",NA,NA,NA,NA,NA,NA,NA
"NA.83",NA,NA,NA,NA,NA,NA,NA
"NA.84",NA,NA,NA,NA,NA,NA,NA
"NA.85",NA,NA,NA,NA,NA,NA,NA
"NA.86",NA,NA,NA,NA,NA,NA,NA
"NA.87",NA,NA,NA,NA,NA,NA,NA
"NA.88",NA,NA,NA,NA,NA,NA,NA
"NA.89",NA,NA,NA,NA,NA,NA,NA
"NA.90",NA,NA,NA,NA,NA,NA,NA
"NA.91",NA,NA,NA,NA,NA,NA,NA
"NA.92",NA,NA,NA,NA,NA,NA,NA
"NA.93",NA,NA,NA,NA,NA,NA,NA
"NA.94",NA,NA,NA,NA,NA,NA,NA
"NA.95",NA,NA,NA,NA,NA,NA,NA
"NA.96",NA,NA,NA,NA,NA,NA,NA
"NA.97",NA,NA,NA,NA,NA,NA,NA
"NA.98",NA,NA,NA,NA,NA,NA,NA
"NA.99",NA,NA,NA,NA,NA,NA,NA
"NA.100",NA,NA,NA,NA,NA,NA,NA
"NA.101",NA,NA,NA,NA,NA,NA,NA
"NA.102",NA,NA,NA,NA,NA,NA,NA
"NA.103",NA,NA,NA,NA,NA,NA,NA
"NA.104",NA,NA,NA,NA,NA,NA,NA
"NA.105",NA,NA,NA,NA,NA,NA,NA
"NA.106",NA,NA,NA,NA,NA,NA,NA
"NA.107",NA,NA,NA,NA,NA,NA,NA
"NA.108",NA,NA,NA,NA,NA,NA,NA
"NA.109",NA,NA,NA,NA,NA,NA,NA
"NA.110",NA,NA,NA,NA,NA,NA,NA
"NA.111",NA,NA,NA,NA,NA,NA,NA
"NA.112",NA,NA,NA,NA,NA,NA,NA
"NA.113",NA,NA,NA,NA,NA,NA,NA
"NA.114",NA,NA,NA,NA,NA,NA,NA
"NA.115",NA,NA,NA,NA,NA,NA,NA
"NA.116",NA,NA,NA,NA,NA,NA,NA
"NA.117",NA,NA,NA,NA,NA,NA,NA
