"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_BLACK","C150_4_HISP","C150_4_ASIAN","C150_4_AIAN","C150_4_NHPI","C150_4_2MOR","C150_4_NRA","C150_4_UNKN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10"
"4129","Mid-State Technical College",1,"2919","10244","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5502","5734","5250","30700","36900","38200"
"4130","Milwaukee Area Technical College",1,"2548","14759","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6252","6250","5500","29100","37700","41600"
"4131","Milwaukee Institute of Art & Design",2,"17906","8689","0.5809","0.3","0.4167","0.75","0","NULL","0.5","NULL","0.375","23500","27000","25000","24600","39000","35800"
"4132","Milwaukee School of Engineering",2,"14970","11075","0.5655","0.375","0.5","0.5","NULL","NULL","0.7143","0.4444","0.7368","24734","26000","25000","61000","66300","67800"
"4133","Moraine Park Technical College",1,"2318","9362","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6270","6188","3680","29900","38900","40700"
"4134","Mount Mary University",2,"14973","7872","0.6154","0.4386","0.5263","0.1111","NULL","NULL","0","0","0.2857","23750","22250","19625","34700","42800","41900"
"4135","Nashotah House",2,"1567","15374","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"4136","Nicolet Area Technical College",1,"2504","14253","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4500","5250","5500","27600","PrivacySuppressed","PrivacySuppressed"
"4137","Northcentral Technical College",1,"1623","9615","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5750","5250","5250","32100","41300","37500"
"4138","Northeast Wisconsin Technical College",1,"3438","12628","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8498","7500","5500","31700","37300","39000"
"4139","Northland International University",2,"5976","6408","0.5773","NULL","0","NULL","NULL","0","NULL","1","0.5","7000","6250","5500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4140","Northland College",2,"12221","9723","0.4579","0","1","NULL","NULL","1","1","0.2857","0.4286","17749","17875","15375","31600","36200","34100"
"4141","Ripon College",2,"13420","9719","0.7113","0.1667","0.6","0.5714","1","NULL","0.2857","0.625","0","28510","27500","24650","PrivacySuppressed","PrivacySuppressed","45800"
"4142","Sacred Heart School of Theology",2,"14497","24333","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"4143","Saint Norbert College",2,"16434","8114","0.6996","0.5","0.4615","0.6667","0","0","0.7778","1","NULL","23500","26906.5","21500","51100","44500","51800"
"4144","Silver Lake College of the Holy Family",2,"8047","7713","0.5","0.5","0.5","NULL","0","NULL","NULL","NULL","0","19403","20500","13368","33200","39700","49100"
"4145","State College of Beauty Culture Inc",3,"6320","3246","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4146","Southwest Wisconsin Technical College",1,"3332","13213","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5500","5750","5500","30800","34900","37400"
"4147","Bryant & Stratton College-Milwaukee",3,"11813","1964","0","0.1152","0.4286","0.3333","NULL","NULL","NULL","NULL","NULL","9500","13385.5","12950","22400","30500","35000"
"4148","University of Wisconsin Colleges",1,"4082","4510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6000","5500","5500","32900","36200","38500"
"4149","Viterbo University",2,"10530","5846","0.4955","0","0.5","0.25","0","NULL","0","0.5714","0","22000","23500","20766.5","39200","42300","47900"
"4150","Chippewa Valley Technical College",1,"3061","10430","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9500","7244","32400","37900","42200"
"4151","Waukesha County Technical College",1,"2419","13553","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9500","9500","7030","36000","40300","42200"
"4152","Western Technical College",1,"2748","14762","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8095","6333","5500","29300","36000","38400"
"4153","University of Wisconsin-Whitewater",1,"6700","6055","0.5939","0.3729","0.5208","0.6","0.1667","0.6","0.2222","0.625","0.5484","17834","19362.5","17986.5","44400","42000","45600"
"4154","Wisconsin Indianhead Technical College",1,"1457","13486","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5250","5500","5250","29200","36200","37600"
"4155","Wisconsin School of Professional Psychology",2,"16179","6105","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"4156","Paul Mitchell the School-Green Bay",3,"9793","2125","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12000","12000","12000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4157","University of Wisconsin-Eau Claire",1,"7047","7221","0.7012","0.8333","0.4286","0.4423","0.4444","0","0.3846","0.2667","0.4737","16115","18269","17073.5","43300","45300","48100"
"4158","University of Wisconsin-Green Bay",1,"5127","6040","0.5163","0.3636","0.3158","0.5217","0.3","1","0.375","0.4","0","14185","15500","13546","38400","38400","42300"
"4159","University of Wisconsin-La Crosse",1,"6955","6871","0.7165","0.6667","0.5135","0.5","0.4286","NULL","NULL","0.027","0.5","14000","18623","19000","44300","48600","49400"
"4160","Wisconsin Lutheran College",2,"11638","8970","0.6579","0.1875","0.5714","0.5","0.5","NULL","1","0.5","0","17660","19000","19170","PrivacySuppressed","PrivacySuppressed","41600"
"4161","University of Wisconsin-Oshkosh",1,"5823","7368","0.555","0.3","0.5","0.5789","0.3043","NULL","0","0.5556","0.4286","17327","18000","17000","43000","41500","43900"
"4162","University of Wisconsin-Parkside",1,"5140","6246","0.3143","0.1538","0.3797","0.55","0","0.5","0.2778","0.3636","0.4286","13250","13051","11518.5","37800","39500","43300"
"4163","Herzing University-Madison",3,"14423","5477","0.4227","0.5","0.25","0.4","NULL","NULL","0","NULL","0.5","9500","14750","14995","38500","47600","47700"
"4164","University of Wisconsin-Stout",1,"6114","7528","0.5399","0.2778","0.4286","0.5","0.4","NULL","0.2727","0.5","0.5714","15500","18488.5","18492","42700","44200","47900"
"4165","University of Wisconsin-Superior",1,"5742","7920","0.4247","1","0","0.5","0.4286","NULL","0.5","0.52","0.3333","15347","16662","12000","35500","34900","40300"
"4166","University of Wisconsin-Madison",1,"11252","14367","0.8558","0.7045","0.748","0.7463","0.6","0.6667","0.7209","0.8324","0.8201","18100","22300","20500","59400","57300","62400"
"4167","University of Wisconsin-Milwaukee",1,"8379","8619","0.4651","0.2017","0.3141","0.41","0.3333","0.375","0.2697","0.6875","0.4184","14250","16405.5","16700","43700","45300","46400"
"4168","University of Wisconsin-Platteville",1,"6694","6008","0.5336","0.1081","0.5333","0.4167","0.125","0","0.3","0.4444","0.4783","13751","17154","15760","45200","48400","50900"
"4169","University of Wisconsin-River Falls",1,"6015","6743","0.5651","0.4","0.2857","0.2692","0","0","0.3077","0.2","0.2778","15950","16812.5","17000","41500","43600","43800"
"4170","University of Wisconsin-Stevens Point",1,"5919","6811","0.6183","0.2667","0.5556","0.4118","0.2727","0.6667","0.6","0.4828","0.4348","14750","20000","18361","39100","40600","41900"
"4171","Casper College",1,"2134","9727","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8485","6487.5","5500","37500","44000","48300"
"4172","Central Wyoming College",1,"2128","7858","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5397","5843.5","5500","26700","PrivacySuppressed","PrivacySuppressed"
"4173","Eastern Wyoming College",1,"2009","7029","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5250","5627.5","5500","28300","PrivacySuppressed","PrivacySuppressed"
"4174","Laramie County Community College",1,"3267","8312","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5250","5750","5500","31300","37100","40400"
"4175","Northwest College",1,"1665","6948","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6687","5500","5500","30600","34400","41600"
"4176","Sheridan College",1,"2748","6574","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6000","6500","5500","32800","39300","41200"
"4177","Western Wyoming Community College",1,"1881","7606","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5021","4422","3600","35500","46100","48900"
"4178","Cheeks International Academy of Beauty Culture-Cheyenne",3,"4570","8148","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5969","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4179","Wyotech-Laramie",3,"13825","3104","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11600","9500","6800","42700","45700","47000"
"4180","University of Wyoming",1,"4549","14616","0.5576","0.2667","0.3793","0.4706","0.5","0.5","0.4706","0.3617","0.5735","12500","12500","10882","48500","51800","51300"
"4181","American Samoa Community College",1,"3208","4488","0","NULL","NULL","NULL","NULL","0.2723","NULL","0.1538","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","22000","PrivacySuppressed","PrivacySuppressed"
"4182","Guam Community College",1,"1851","6628","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","23500","PrivacySuppressed","PrivacySuppressed"
"4183","University of Guam",1,"3538","6564","0.4167","0","0","0.35","NULL","0.2332","NULL","0.2857","0.1","16377","18750","21250","31200","33800","39600"
"4184","Northern Marianas College",1,"1991","10606","1","NULL","0","0.0667","NULL","0.0899","NULL","0.1","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","20700","PrivacySuppressed","PrivacySuppressed"
"4185","Institute of Beauty Careers",3,"4571","526","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4186","Educational Technical College-Recinto de Bayamon",3,"10031","3185","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4187","American University of Puerto Rico",2,"592","2888","NULL","NULL","0.2159","NULL","NULL","NULL","NULL","NULL","NULL","3500","PrivacySuppressed","PrivacySuppressed","22100","PrivacySuppressed","PrivacySuppressed"
"4188","American University of Puerto Rico",2,"584","2851","NULL","NULL","0.2971","NULL","NULL","NULL","NULL","NULL","NULL","3500","PrivacySuppressed","PrivacySuppressed","22100","PrivacySuppressed","PrivacySuppressed"
"4189","American Educational College",3,"253","1785","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4190","Antilles School of Technical Careers",3,"4778","1582","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4191","Universidad Adventista de las Antillas",2,"6017","2975","0","0.2222","0.3357","NULL","NULL","NULL","NULL","1","NULL","7450","9900","14175","23000","PrivacySuppressed","PrivacySuppressed"
"4192","Atlantic University College",2,"2466","2579","NULL","NULL","0.3604","NULL","NULL","NULL","NULL","NULL","NULL","3500","PrivacySuppressed","PrivacySuppressed","20600","PrivacySuppressed","PrivacySuppressed"
"4193","Universidad Central de Bayamon",2,"7739","3251","NULL","NULL","0.6234","NULL","NULL","NULL","NULL","NULL","NULL","5500","PrivacySuppressed","PrivacySuppressed","20200","PrivacySuppressed","PrivacySuppressed"
"4194","Columbia Central University-Caguas",3,"7864","1798","NULL","NULL","0.3246","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","23000","PrivacySuppressed","PrivacySuppressed"
"4195","Carlos Albizu University-San Juan",2,"8158","5542","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8658.5","11633","9650","26400","PrivacySuppressed","PrivacySuppressed"
"4196","Caribbean University-Bayamon",2,"13328","4236","NULL","NULL","0.226","NULL","NULL","NULL","NULL","NULL","NULL","7250","PrivacySuppressed","PrivacySuppressed","19900","PrivacySuppressed","PrivacySuppressed"
"4197","Caribbean University-Carolina",2,"2168","689","NULL","NULL","0.314","NULL","NULL","NULL","NULL","NULL","NULL","7250","PrivacySuppressed","PrivacySuppressed","19900","PrivacySuppressed","PrivacySuppressed"
"4198","Pontifical Catholic University of Puerto Rico-Arecibo",2,"13205","8545","NULL","NULL","0.2364","NULL","NULL","NULL","NULL","NULL","NULL","7400","9163.5","13935","20100","24400","29600"
"4199","Pontifical Catholic University of Puerto Rico-Ponce",2,"5019","3247","NULL","NULL","0.314","NULL","NULL","NULL","NULL","NULL","NULL","7400","9163.5","13935","20100","24400","29600"
"4200","Centro de Estudios Multidisciplinarios-San Juan",3,"4700","1636","NULL","NULL","0.9127","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","20400","PrivacySuppressed","PrivacySuppressed"
"4201","Universidad Teologica del Caribe",2,"618","2352","NULL","NULL","0.3077","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4202","Colegio Universitario de San Juan",1,"477","2224","NULL","NULL","0.3318","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","26500","PrivacySuppressed","PrivacySuppressed"
"4203","Universidad Metropolitana",2,"6174","3567","NULL","NULL","0.2571","NULL","NULL","NULL","NULL","NULL","NULL","4261","5750","7500","21400","PrivacySuppressed","PrivacySuppressed"
"4204","Puerto Rico Conservatory of Music",1,"4879","13615","NULL","NULL","0.5667","NULL","NULL","NULL","NULL","NULL","NULL","5500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4205","Center for Advanced Studies On Puerto Rico and the Caribbean",2,"7952","2233","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL"
"4206","EDP University of Puerto Rico Inc-San Sebastian",2,"5161","1840","NULL","NULL","0.1872","NULL","NULL","NULL","NULL","NULL","NULL","7500","9500","15633","20400","PrivacySuppressed","PrivacySuppressed"
"4207","Emma's Beauty Academy-Mayaguez",3,"5604","2134","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4208","Escuela de Artes Plasticas y Diseno de Puerto Rico",1,"2148","4211","NULL","NULL","0.3692","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4209","Instituto Tecnologico de Puerto Rico-Recinto de Manati",1,"959","1746","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","22800","PrivacySuppressed","PrivacySuppressed"
"4210","Huertas College",3,"5010","2625","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6061","PrivacySuppressed","PrivacySuppressed","20300","PrivacySuppressed","PrivacySuppressed"
"4211","Humacao Community College",2,"3905","1240","NULL","NULL","0.4455","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4212","ICPR Junior College-Arecibo",3,"866","2254","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","17400","PrivacySuppressed","PrivacySuppressed"
"4213","ICPR Junior College-Mayaguez",3,"816","2124","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","17400","PrivacySuppressed","PrivacySuppressed"
"4214","Instituto de Educacion Tecnica Ocupacional La Reine-Manati",3,"4828","566","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4215","Hispanic American College",3,"5669","1486","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4216","Instituto de Banca y Comercio Inc",3,"1308","1655","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2500","PrivacySuppressed","PrivacySuppressed","19500","PrivacySuppressed","PrivacySuppressed"
