"","INSTNM","CONTROL","TUITFTE","INEXPFTE","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_earnings_high_low","gap_earnings_high_mid","gap_earnings_mid_low"
"5637","Pima Medical Institute-Las Vegas",3,4973,2179,27100,33800,37000,0.267567567567568,0.0864864864864865,0.198224852071006
"5638","Remington College-Nashville Campus",2,11746,7095,23100,34300,38900,0.406169665809769,0.118251928020566,0.326530612244898
"5639","Platt College-North OKC",3,18647,7357,21500,31200,34300,0.373177842565598,0.0903790087463557,0.310897435897436
"5640","Central Methodist University-College of Graduate and Extended Studies",2,3788,2250,33600,35000,39800,0.155778894472362,0.120603015075377,0.04
"5641","Westwood College-Northlake",3,15236,3412,31500,36900,45800,0.312227074235808,0.194323144104804,0.146341463414634
"5642","University of Phoenix-New Jersey",3,10436,5299,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5643","University of Phoenix-Minnesota",3,8394,4123,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5644","Brightwood College-Fort Worth",3,8606,2512,25100,26700,27500,0.0872727272727273,0.0290909090909091,0.0599250936329588
"5645","Kaplan College-Lubbock",3,7262,1842,23100,25700,34600,0.332369942196532,0.257225433526012,0.101167315175097
"5647","Everest Institute-Chelsea",3,9529,6026,25100,30100,33900,0.259587020648968,0.112094395280236,0.166112956810631
"5648","Everest Institute-Eagan",3,10134,6470,23700,32900,37100,0.361185983827493,0.113207547169811,0.279635258358663
"5649","University of Phoenix-Kentucky",3,9958,3649,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5650","Everest University-Orange Park",3,9991,4701,24400,35300,44600,0.452914798206278,0.208520179372197,0.308781869688385
"5651","Everest Institute-Bissonnet",3,9455,4069,26800,31800,32600,0.177914110429448,0.0245398773006135,0.157232704402516
"5652","Everest College-McLean",3,10187,15243,23700,30300,32300,0.26625386996904,0.0619195046439628,0.217821782178218
"5656","Vatterott College-St Charles",3,8739,1927,27500,38100,42500,0.352941176470588,0.103529411764706,0.278215223097113
"5657","Branford Hall Career Institute-North Brunswick",3,18408,3425,40500,52800,56700,0.285714285714286,0.0687830687830688,0.232954545454545
"5664","Johnson & Wales University-Charlotte",2,15709,6149,34300,38700,42200,0.187203791469194,0.0829383886255924,0.113695090439276
"5668","Fortis Institute-Miami",3,15113,8608,25000,29200,31500,0.206349206349206,0.073015873015873,0.143835616438356
"5670","Everest College-North Aurora",3,9964,6284,24400,31700,34400,0.290697674418605,0.0784883720930233,0.230283911671924
"5672","Universal Technical Institute of Pennsylvania Inc",3,11989,2672,42500,47300,48300,0.12008281573499,0.020703933747412,0.101479915433404
"5673","Heritage College-Kansas City",3,7096,2119,22600,27600,30900,0.268608414239482,0.106796116504854,0.181159420289855
"5677","Lincoln Technical Institute-Shelton",3,12951,7165,37600,47300,46000,0.182608695652174,-0.0282608695652174,0.20507399577167
"5678","Minnesota School of Business-Waite Park",3,19936,5645,29500,38000,40500,0.271604938271605,0.0617283950617284,0.223684210526316
"5724","The Art Institute of Ohio-Cincinnati",3,15241,4526,33200,39700,38900,0.146529562982005,-0.0205655526992288,0.163727959697733
"5725","Stevens-Henager College",2,17451,5139,30200,37500,37800,0.201058201058201,0.00793650793650794,0.194666666666667
"5726","University of Phoenix-Iowa",3,9209,5096,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5728","Sanford-Brown College-Las Vegas",3,18878,4799,28000,32400,35000,0.2,0.0742857142857143,0.135802469135802
"5729","Sanford-Brown College-Seattle",3,17906,4135,28000,32400,35000,0.2,0.0742857142857143,0.135802469135802
"5730","International Academy of Design and Technology-Nashville",3,35088,20551,25500,33000,38200,0.332460732984293,0.136125654450262,0.227272727272727
"5731","Le Cordon Bleu College of Culinary Arts-Miami",3,10400,3387,31600,37700,42300,0.252955082742317,0.108747044917258,0.161803713527851
"5732","Le Cordon Bleu College of Culinary Arts-Minneapolis",3,10706,4036,28600,32900,37800,0.243386243386243,0.12962962962963,0.130699088145897
"5734","ITT Technical Institute-Kansas City",3,19912,2391,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5735","ITT Technical Institute-Kennesaw",3,16269,1920,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5736","ITT Technical Institute-Owings Mills",3,20904,2828,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5737","ITT Technical Institute-Warrensville Heights",3,16853,3249,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5749","Everest Institute-Gahanna",3,9244,4540,24200,31000,24900,0.0281124497991968,-0.244979919678715,0.219354838709677
"5750","Everest College-Merrionette Park",3,9821,5979,27200,34300,39900,0.318295739348371,0.140350877192982,0.206997084548105
"5751","Everest College-Earth City",3,8622,5460,26500,31800,31100,0.147909967845659,-0.022508038585209,0.166666666666667
"5753","Everest Institute-Silver Spring",3,9801,4310,22900,30500,26500,0.135849056603774,-0.150943396226415,0.249180327868852
"5755","AmeriTech College-Draper",3,18516,9135,25500,28500,28200,0.0957446808510638,-0.0106382978723404,0.105263157894737
"5756","Argosy University-Los Angeles",3,11948,2419,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5758","Regency Beauty Institute-Darien",3,12525,8207,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5759","Regency Beauty Institute-Aurora",3,14131,9259,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5760","Regency Beauty Institute-Madison",3,15897,10416,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5761","Regency Beauty Institute-Ridgedale",3,14011,9181,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5763","Platt College-Moore",3,18156,6820,21500,31200,34300,0.373177842565598,0.0903790087463557,0.310897435897436
"5764","Universal Technical Institute of Massachusetts Inc",3,11192,3146,42800,45700,48300,0.113871635610766,0.0538302277432712,0.0634573304157549
"5770","Daymar College-Bellevue",3,20054,8856,21000,30400,31600,0.335443037974684,0.0379746835443038,0.309210526315789
"5771","Salter School-Fall River",3,11906,3796,26900,32100,38600,0.303108808290155,0.16839378238342,0.161993769470405
"5777","Brightwood College-Palm Springs",3,9616,2359,29700,33800,42200,0.296208530805687,0.199052132701422,0.121301775147929
"5778","Minnesota School of Business-Rochester",3,20043,5675,29500,38000,40500,0.271604938271605,0.0617283950617284,0.223684210526316
"5822","Doane University-Graduate and Professional Studies",2,6892,4483,41700,47800,48300,0.136645962732919,0.010351966873706,0.127615062761506
"5823","Shorter University-College of Adult & Professional Programs",2,11614,3253,36200,46200,56400,0.358156028368794,0.180851063829787,0.216450216450216
"5828","Universal Technical Institute of Northern California Inc",3,10854,3354,32900,39600,40200,0.181592039800995,0.0149253731343284,0.169191919191919
"5829","ITT Technical Institute-Charlotte South",3,19822,2414,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5830","ITT Technical Institute-Clovis",3,18739,2218,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5831","ITT Technical Institute-Dunmore",3,19608,2404,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5832","ITT Technical Institute-Swartz Creek",3,19706,2272,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5833","ITT Technical Institute-Lexington",3,14100,2178,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5834","ITT Technical Institute-Maumee",3,19700,2344,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5835","ITT Technical Institute-Oklahoma City",3,19517,3249,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5836","ITT Technical Institute-Tulsa",3,19660,3543,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5837","University of Phoenix-South Carolina",3,9462,3159,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5838","Argosy University-The Art Institute of California-Inland Empire",3,13720,4738,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5839","National American University-Zona Rosa",3,15107,4865,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"5841","Stautzenberger College-Brecksville",3,12428,4350,26700,32600,34400,0.223837209302326,0.0523255813953488,0.180981595092025
"5845","Miller-Motte Technical College-Madison",3,13596,5712,23100,30600,27200,0.150735294117647,-0.125,0.245098039215686
"5846","Rasmussen College-Illinois",3,16546,3903,28900,34600,37200,0.223118279569892,0.0698924731182796,0.164739884393064
"5849","Argosy University-Denver",3,11779,4535,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5850","CollegeAmerica-Colorado Springs",2,17408,4069,24300,33000,35300,0.311614730878187,0.0651558073654391,0.263636363636364
"5851","CollegeAmerica-Fort Collins",2,17784,7426,24300,33000,35300,0.311614730878187,0.0651558073654391,0.263636363636364
"5852","Automotive Training Center-Warminster",3,9774,6297,37700,42800,46900,0.196162046908316,0.0874200426439232,0.119158878504673
"5855","University of Phoenix-Connecticut",3,10698,12409,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5856","University of South Florida-St Petersburg",1,5560,5642,43500,45500,47500,0.0842105263157895,0.0421052631578947,0.043956043956044
"5860","Branford Hall Career Institute-Albany Campus",3,12887,3622,25400,33700,35200,0.278409090909091,0.0426136363636364,0.246290801186944
"5862","The Art Institute of Tennessee-Nashville",3,12496,4365,31000,35800,39200,0.209183673469388,0.086734693877551,0.134078212290503
"5863","Strayer University-Florida",3,16190,2700,41900,55100,71400,0.413165266106443,0.228291316526611,0.23956442831216
"5864","Pima Medical Institute-Renton",3,6860,2372,27100,33800,37000,0.267567567567568,0.0864864864864865,0.198224852071006
"5868","Miami-Jacobs Career College-Springboro",3,14061,4152,25200,30000,35800,0.29608938547486,0.162011173184358,0.16
"5872","Regency Beauty Institute-Independence",3,10877,7127,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5873","Regency Beauty Institute-St Peters",3,10877,7127,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5874","Regency Beauty Institute-Peoria",3,11643,7629,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5875","Regency Beauty Institute-Greenwood",3,12157,7966,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5876","Regency Beauty Institute-Mehlville",3,15897,10416,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5877","Regency Beauty Institute-Duluth",3,16870,11054,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5878","Regency Beauty Institute-Fairview Heights",3,16756,10979,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5879","Regency Beauty Institute-Champaign",3,20411,13374,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5880","Regency Beauty Institute-Olathe",3,12525,8207,22100,24600,27200,0.1875,0.0955882352941176,0.101626016260163
"5882","Everest Institute-South Plainfield",3,8847,4156,21600,27000,32000,0.325,0.15625,0.2
"5883","Daymar College-Madisonville",3,16407,4836,21000,30400,31600,0.335443037974684,0.0379746835443038,0.309210526315789
"5885","Lincoln Technical Institute-Whitestone",3,15418,6288,36700,41400,47900,0.233820459290188,0.135699373695198,0.113526570048309
"5921","South University-Tampa",3,17696,7867,29200,40600,46400,0.370689655172414,0.125,0.280788177339901
"5924","Averett University-Non-Traditional Programs",2,10120,4379,38400,47400,55000,0.301818181818182,0.138181818181818,0.189873417721519
"5925","Paul Mitchell the School-Tampa",3,9406,3491,22800,25200,27600,0.173913043478261,0.0869565217391304,0.0952380952380952
"5926","Paul Mitchell the School-San Diego",3,10573,3478,22800,25200,27600,0.173913043478261,0.0869565217391304,0.0952380952380952
"5927","Paul Mitchell the School-Michigan",3,9922,4024,22800,25200,27600,0.173913043478261,0.0869565217391304,0.0952380952380952
"5930","Miami-Jacobs Career College-Troy",3,14067,4503,25200,30000,35800,0.29608938547486,0.162011173184358,0.16
"5933","Fortis College-Columbus",3,8074,5102,25800,31400,33400,0.227544910179641,0.0598802395209581,0.178343949044586
"5934","Fortis College-Cincinnati",3,9748,4577,25800,31400,33400,0.227544910179641,0.0598802395209581,0.178343949044586
"5936","The Art Institute of Charleston",3,14154,4948,31000,35800,39200,0.209183673469388,0.086734693877551,0.134078212290503
"5937","Argosy University-The Art Institute of California-Sacramento",3,12993,4960,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5943","Virginia College-Biloxi",3,15373,4510,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5944","ITT Technical Institute-St Petersburg",3,15433,3381,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5945","ITT Technical Institute-Baton Rouge",3,16852,1715,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5946","ITT Technical Institute-Columbia",3,17887,2090,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5947","ITT Technical Institute-Wichita",3,24223,4601,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5948","ITT Technical Institute-Atlanta",3,18076,2022,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5949","ITT Technical Institute-Mobile",3,15086,1774,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5950","ITT Technical Institute-Chattanooga",3,15875,2132,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5951","ITT Technical Institute-South Bend",3,20796,4425,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"5952","Virginia College-School of Business and Health-Chattanooga",3,14196,4699,25700,34500,38500,0.332467532467532,0.103896103896104,0.255072463768116
"5953","Strayer University-Delaware",3,16253,2323,41900,55100,71400,0.413165266106443,0.228291316526611,0.23956442831216
"5954","Brite Divinity School",2,5488,17215,57100,58300,57200,0.00174825174825175,-0.0192307692307692,0.0205831903945112
"5955","Strayer University-Alabama",3,18009,2405,41900,55100,71400,0.413165266106443,0.228291316526611,0.23956442831216
"5958","Broadview University-Layton",3,18950,8594,24500,32200,29300,0.16382252559727,-0.0989761092150171,0.239130434782609
"5959","International Academy of Design and Technology-Sacramento",3,24878,6075,28000,32400,35000,0.2,0.0742857142857143,0.135802469135802
"5960","University of Phoenix-Alabama",3,7839,4048,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5961","Sanford-Brown College-San Antonio",3,15169,4180,28000,32400,35000,0.2,0.0742857142857143,0.135802469135802
"5962","University of Phoenix-Washington DC",3,11242,7513,42700,54400,75800,0.436675461741425,0.282321899736148,0.215073529411765
"5963","Argosy University-Inland Empire",3,10558,2394,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5964","Argosy University-Nashville",3,12670,4176,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
"5965","Argosy University-San Diego",3,7605,2447,40500,41300,42800,0.0537383177570093,0.0350467289719626,0.0193704600484262
